"Progress","cons","ID","atten","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","5dd9f0e719eecb97dfab7b48","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5e0d59bfe69d0a4f7ac2becc","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","5fd8e27b6feb8e0d22eb3bd0","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5eb02a40b17a8c0868685d32","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5fa4c21a04bc5912180291bc","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","597fe89a1b41a20001749f57","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","56f9364e895094000c8f4967","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","583b397f54686200010f1d20","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5da88a6037d42100144928bd","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5ff591cba89e1b000bfb9852","I am paying attention","lender","cost","1b","low",3,"high","high","high","low",NA
"100","1","5de5538f8fde1c4dbc951498","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","58d552e09dbe3f00012591f2","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","60d93de1c8d49e78517751ff","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","6335d5ca73f2a684d5d10e57","I am paying attention","lender","cost","1b","low",3,"high","high","low","high",NA
"100","1","63efaace5197dda4627d742f","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5c9b1b5c441b4700179b17b2","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63d3f99eac52371a49e65825"," I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","62fd65d2cb867728e4015273","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","643fd5909ac8a299c4442438","I am paying attention","lender","cost","1b","low",3,"low","high","high","high",NA
"100","1","647652cb5644044df439e1fb","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63d6f2705562fd353b7948dc","i am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","6462e0c6e0c667845c37ec7a","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5d537c0cecc84200153075e9","I am paying attention","lender","cost","1b","low",3,"high","high","low","high",NA
"100","1","5f6fd1451758e95a989623b2","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","559c3ad8fdf99b32b55f2d32","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63ab29096cc555f088566bce","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","581e0aee4182b600017307ea","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63f2e107c4d0bc684b99d2c6","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","616d9ef881036dfbfd63d2f4","I am paying attention","lender","cost","1b","high",3,"low","high","low","high",NA
"100","1","59f226a9d6380600018b2923","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","63b75b3eace44d9b4bbe411d","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","6466713f69508331b82d5040","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63cfeea6e50e5dbe5da742ca","I am paying attention","lender","cost","1b","low",3,"low","low","high","low",NA
"100","1","6334d869011b16ac13de3546","I am paying attention","lender","cost","1b","low",3,"low","high","high","high",NA
"100","1","5c663cd56fdc87000162e255","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5c58d56d53fba80001bd70c0","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63103bd06b5135122e25d6c6","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","647411790d3271435f200041","I am paying attention","lender","cost","1b","low",3,"low","high","high","high",NA
"100","1","5c30417cc9b67b000130fa69","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","63a9a8f2f098b7e45bd03721","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5934a676e7866d0001618b81","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","55b424e1fdf99b526efcf8d0","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63f808544404ae2bd9790bd6","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
