"Progress","cons","ID","atten","LC.3A","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","60fcd2c0ef92b8427c66e83a","I am paying attention","3","lender","cost","1b","low",3,"high","low",NA,"high",NA
"100","1","5e74f18520ab35040b41d526"," I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5c92aa671ce0cd00128c6c86","I am paying attention","1","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6003ef9269c7814f0ca7b46a","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","629082739390703f993b12bd","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5a8e54c9f49c9a0001f3dc3f","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6287a8c4a6303ff156cd0853","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","62e3007fd78a0537dbe4fcbd","I am paying attention ","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","6466a1d27b0712d8d7810610","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5e9ffe3988f78b1b0710eff6","I am paying atention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6548fabf4be86c20a6760275","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","65b11dae68f3449f46325fff","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5e08bbbafeea891c97523e87","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","55ed87f0748092000baa9a0b","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","61043f36bc2fb31110d2067d","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","5d16d17119d2ed0015e21360","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","60e4c09a4b30f16f5a1053e7","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","612fa6644526903f736cf925","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","64b74fc78ad5beabe87e901f","I am paying attention","3","lender","cost","1b","high",3,"low","low",NA,"low",NA
"100","1","58e79ac632bebb0001b741ec","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","5c01d3c509e9c70001500b10","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","64409b0331debc768106e394","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","65a2aeeaff22f2a843564a85","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","62c79dafb9222348d5e5a90c","I am paying attention","1","lender","cost","1b","high",3,"high","low",NA,"low",NA
"100","1","5dd31760fb7d41000c6610e3","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","650862a1d3fe6b55113b5559","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","63e537a4b33c1c72be91da82","I am paying attention","3","lender","cost","1b","low",3,"low","high",NA,"high",NA
"100","1","63614869e8b16508e85920e8","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","655edbead5167a59c54d9353","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","65577234800b1fea9ae3cf4d","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","63868eb7abcf3f247da6f52b","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5ca6bbf13b5fcf00100996e9","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"low",NA
"100","1","651752412b1f19fef16f6902","I am paying attention","1","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","62f8f9a33bc7d6d2915ea840","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","65b7df79bd16de5cd6a3a12b","I am paying attention ","1","lender","cost","1b","low",3,"low","high",NA,"high",NA
"100","1","6332517a492e9ac48804f991","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","60e8b06bfb1c78d450ae9f79","I am paying attention","1","lender","cost","1b","low",3,"low","low",NA,"low",NA
"100","1","5f1c72e25a26d503c77bfdc9","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6470f0a74d3e8cc83f27be31","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","62b351e5ffccd9a25a047464","I am paying attention","1","lender","cost","1b","high",3,"low","low",NA,"high",NA
"100","1","55acf681fdf99b3d5b2ab68c","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6510b799ca6f903d2d4c2d2c","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","653b07dc6d0abbc519239d1c","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","6500778a612e846e3b7a5cac","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","657dd710c7afa87088647ea7","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5f6b8930b9d9530b1b065360","I am paying attention","1","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","61310db855a32fc69c440550","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","62b055b8af4eda974466ad0d","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","570bc1ffb9b52b00102db939","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","58642f4de16d530001b34622","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","5ea07a44234e0304542e1c50","I am paying attention","1","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","65be66344eebc30b9d8ff828","I am paying attention","3","lender","cost","1b","low",3,"high","low",NA,"low",NA
"100","1","65a5edec822162b626ac8c30","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","654273e620a47a91f87b7687","I am paying attention","3","lender","cost","1b","low",3,"low","high",NA,"high",NA
"100","1","63bdfe6a69fc4d15b3aec18d","I am paying attention ","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","654f39d42ccb9fe00c46be78","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","650b03136ab3d4c832d98b71","I am paying attention","1","lender","cost","1b","high",3,"high","high",NA,"high",NA
